left_article_id,right_article_id,left_title,right_title,minhash_est,jaccard_true,decision
d43bd8a8ed3b1d67e014,0856d5131960b8f1c515,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.516,0.517,REJECT_BELOW_THRESHOLD
d43bd8a8ed3b1d67e014,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.602,0.517,REJECT_BELOW_THRESHOLD
e6f7894d49ccbaf1c246,909d6eadd23414284d7c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.562,0.517,REJECT_BELOW_THRESHOLD
f68d73ba394af7c4dd04,8be17cd8880e578211d9,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.578,0.517,REJECT_BELOW_THRESHOLD
f68d73ba394af7c4dd04,0c264824e1ba91c29760,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.633,0.517,REJECT_BELOW_THRESHOLD
e6f7894d49ccbaf1c246,d43bd8a8ed3b1d67e014,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.578,0.517,REJECT_BELOW_THRESHOLD
6eae6b3fd841ddff337b,c458c1e4e944f1d050d8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.586,0.517,REJECT_BELOW_THRESHOLD
e6f7894d49ccbaf1c246,d7180e9816d49351f73b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.539,0.517,REJECT_BELOW_THRESHOLD
f68d73ba394af7c4dd04,dfdbbea8ce27c2e13ff4,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.562,0.517,REJECT_BELOW_THRESHOLD
e6f7894d49ccbaf1c246,0856d5131960b8f1c515,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.484,0.517,REJECT_BELOW_THRESHOLD
f68d73ba394af7c4dd04,6eae6b3fd841ddff337b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.609,0.517,REJECT_BELOW_THRESHOLD
6eae6b3fd841ddff337b,e935f45e2660340235ae,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.539,0.517,REJECT_BELOW_THRESHOLD
d43bd8a8ed3b1d67e014,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.586,0.517,REJECT_BELOW_THRESHOLD
e6f7894d49ccbaf1c246,f4d21b2999c3b2bfe617,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.594,0.517,REJECT_BELOW_THRESHOLD
e6f7894d49ccbaf1c246,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.57,0.517,REJECT_BELOW_THRESHOLD
e6f7894d49ccbaf1c246,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.57,0.517,REJECT_BELOW_THRESHOLD
d43bd8a8ed3b1d67e014,d7180e9816d49351f73b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.517,REJECT_BELOW_THRESHOLD
8be17cd8880e578211d9,c458c1e4e944f1d050d8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.57,0.517,REJECT_BELOW_THRESHOLD
d43bd8a8ed3b1d67e014,909d6eadd23414284d7c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.562,0.517,REJECT_BELOW_THRESHOLD
0c264824e1ba91c29760,c458c1e4e944f1d050d8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.594,0.517,REJECT_BELOW_THRESHOLD
d43bd8a8ed3b1d67e014,f4d21b2999c3b2bfe617,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.594,0.517,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,0856d5131960b8f1c515,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.492,0.517,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.562,0.517,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,d7180e9816d49351f73b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.523,0.517,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,909d6eadd23414284d7c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.602,0.517,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,d43bd8a8ed3b1d67e014,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.517,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,d7180e9816d49351f73b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.594,0.517,REJECT_BELOW_THRESHOLD
909d6eadd23414284d7c,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.609,0.517,REJECT_BELOW_THRESHOLD
909d6eadd23414284d7c,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.586,0.517,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,c458c1e4e944f1d050d8,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.586,0.517,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,f68d73ba394af7c4dd04,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.594,0.517,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,0856d5131960b8f1c515,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.508,0.517,REJECT_BELOW_THRESHOLD
909d6eadd23414284d7c,f4d21b2999c3b2bfe617,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.609,0.517,REJECT_BELOW_THRESHOLD
e935f45e2660340235ae,0c264824e1ba91c29760,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.539,0.517,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,e6f7894d49ccbaf1c246,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.562,0.517,REJECT_BELOW_THRESHOLD
e935f45e2660340235ae,8be17cd8880e578211d9,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.477,0.517,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,f4d21b2999c3b2bfe617,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.609,0.517,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.578,0.517,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.617,0.517,REJECT_BELOW_THRESHOLD
0856d5131960b8f1c515,909d6eadd23414284d7c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.508,0.517,REJECT_BELOW_THRESHOLD
0856d5131960b8f1c515,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.531,0.517,REJECT_BELOW_THRESHOLD
0856d5131960b8f1c515,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.517,REJECT_BELOW_THRESHOLD
0856d5131960b8f1c515,f4d21b2999c3b2bfe617,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.523,0.517,REJECT_BELOW_THRESHOLD
d7180e9816d49351f73b,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.517,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,e935f45e2660340235ae,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.531,0.517,REJECT_BELOW_THRESHOLD
d7180e9816d49351f73b,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.617,0.517,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,a2436c4b22553e3732da,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.594,0.517,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,d43bd8a8ed3b1d67e014,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.539,0.517,REJECT_BELOW_THRESHOLD
d7180e9816d49351f73b,909d6eadd23414284d7c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.578,0.517,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,e6f7894d49ccbaf1c246,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.586,0.517,REJECT_BELOW_THRESHOLD
d7180e9816d49351f73b,f4d21b2999c3b2bfe617,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.609,0.517,REJECT_BELOW_THRESHOLD
2b7b0468e6e1a23be9e0,f3b662659ccf8d3b9172,Request for Information on Equitable Delivery of Climate Services,Information Technology and Telecommunications Guidelines for Federal Telework and Other Alternative Workplace Arrangemen,0.492,0.516,REJECT_BELOW_THRESHOLD
bd48a7eaf9ea4b1f88e7,5e977119cd7854b81530,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.562,0.515,REJECT_BELOW_THRESHOLD
b30325ba29700fbef711,1f566779532ad62fb27c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.516,0.5,REJECT_BELOW_THRESHOLD
b30325ba29700fbef711,c54c2725c14b4818ee33,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.5,0.5,REJECT_BELOW_THRESHOLD
909d6eadd23414284d7c,8be17cd8880e578211d9,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.523,0.5,REJECT_BELOW_THRESHOLD
0d10d98d78ebdee59f4d,b30325ba29700fbef711,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.5,0.5,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,0c264824e1ba91c29760,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.578,0.5,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,8be17cd8880e578211d9,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.539,0.5,REJECT_BELOW_THRESHOLD
6eae6b3fd841ddff337b,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.594,0.5,REJECT_BELOW_THRESHOLD
909d6eadd23414284d7c,0c264824e1ba91c29760,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.57,0.5,REJECT_BELOW_THRESHOLD
6eae6b3fd841ddff337b,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.5,REJECT_BELOW_THRESHOLD
e6f7894d49ccbaf1c246,dfdbbea8ce27c2e13ff4,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.523,0.5,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,a2436c4b22553e3732da,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.531,0.5,REJECT_BELOW_THRESHOLD
d7180e9816d49351f73b,8be17cd8880e578211d9,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.5,REJECT_BELOW_THRESHOLD
f9038f2ec250a401856d,551767664c939a4dd75e,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.477,0.5,REJECT_BELOW_THRESHOLD
6eae6b3fd841ddff337b,f4d21b2999c3b2bfe617,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.602,0.5,REJECT_BELOW_THRESHOLD
551767664c939a4dd75e,b1b2414573452d6159d5,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.492,0.5,REJECT_BELOW_THRESHOLD
0d10d98d78ebdee59f4d,2524fa44ed0cdb8a148b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.5,REJECT_BELOW_THRESHOLD
f22b2a84c7f94b9464c0,bbf7fe5d6b504c8f783c,Friday Sector Laggards: Services Technology & Communications,Wednesday Sector Laggards: Services Technology & Communications,0.492,0.5,REJECT_BELOW_THRESHOLD
6eae6b3fd841ddff337b,e6f7894d49ccbaf1c246,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.562,0.5,REJECT_BELOW_THRESHOLD
7bd101a9525bf2c7c0eb,67e9f8addb2e18f6373a,Hospital computer systems in 5 states hit by cyberattack,Hospital computer system in Texas hit by cyberattack,0.469,0.5,REJECT_BELOW_THRESHOLD
0856d5131960b8f1c515,8be17cd8880e578211d9,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.492,0.5,REJECT_BELOW_THRESHOLD
f28e6315b8ada0e6dc99,6ad221038b55e5761235,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.484,0.5,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,0c264824e1ba91c29760,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.57,0.5,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,8be17cd8880e578211d9,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.523,0.5,REJECT_BELOW_THRESHOLD
0e036f6c0f3fbd1388a2,c54c2725c14b4818ee33,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.5,REJECT_BELOW_THRESHOLD
0e036f6c0f3fbd1388a2,1f566779532ad62fb27c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.516,0.5,REJECT_BELOW_THRESHOLD
6eae6b3fd841ddff337b,d43bd8a8ed3b1d67e014,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.539,0.5,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,6eae6b3fd841ddff337b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.594,0.5,REJECT_BELOW_THRESHOLD
6eae6b3fd841ddff337b,d7180e9816d49351f73b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.5,REJECT_BELOW_THRESHOLD
0d10d98d78ebdee59f4d,c54c2725c14b4818ee33,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.5,REJECT_BELOW_THRESHOLD
6eae6b3fd841ddff337b,909d6eadd23414284d7c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.5,REJECT_BELOW_THRESHOLD
0d10d98d78ebdee59f4d,1f566779532ad62fb27c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.477,0.5,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,8500b53d4383f5739671,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.578,0.5,REJECT_BELOW_THRESHOLD
0d10d98d78ebdee59f4d,0e036f6c0f3fbd1388a2,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.5,REJECT_BELOW_THRESHOLD
d7180e9816d49351f73b,0c264824e1ba91c29760,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.5,REJECT_BELOW_THRESHOLD
2524fa44ed0cdb8a148b,c54c2725c14b4818ee33,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.508,0.5,REJECT_BELOW_THRESHOLD
dfdbbea8ce27c2e13ff4,f4d21b2999c3b2bfe617,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.5,REJECT_BELOW_THRESHOLD
8be17cd8880e578211d9,f4d21b2999c3b2bfe617,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.57,0.5,REJECT_BELOW_THRESHOLD
acaa1c519bba831fad38,551767664c939a4dd75e,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.469,0.5,REJECT_BELOW_THRESHOLD
8be17cd8880e578211d9,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.5,REJECT_BELOW_THRESHOLD
d43bd8a8ed3b1d67e014,dfdbbea8ce27c2e13ff4,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.539,0.5,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,f4d21b2999c3b2bfe617,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.57,0.5,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.5,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.5,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,e6f7894d49ccbaf1c246,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.539,0.5,REJECT_BELOW_THRESHOLD
42783172562d380902ba,92ad797cdb054c3932de,Fidelity National Information Services Inc. declares $0.52 dividend,Givex Information Technology Group reports Q4 results,0.461,0.5,REJECT_BELOW_THRESHOLD
589fb0d33079c529cdc2,dfdbbea8ce27c2e13ff4,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.5,REJECT_BELOW_THRESHOLD
dfdbbea8ce27c2e13ff4,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.5,REJECT_BELOW_THRESHOLD
0c264824e1ba91c29760,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.602,0.5,REJECT_BELOW_THRESHOLD
d43bd8a8ed3b1d67e014,0c264824e1ba91c29760,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.57,0.5,REJECT_BELOW_THRESHOLD
b30325ba29700fbef711,2524fa44ed0cdb8a148b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.492,0.5,REJECT_BELOW_THRESHOLD
d43bd8a8ed3b1d67e014,8be17cd8880e578211d9,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.531,0.5,REJECT_BELOW_THRESHOLD
2524fa44ed0cdb8a148b,0e036f6c0f3fbd1388a2,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.5,REJECT_BELOW_THRESHOLD
8be17cd8880e578211d9,313601a28f50fe15b768,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.5,REJECT_BELOW_THRESHOLD
b30325ba29700fbef711,0e036f6c0f3fbd1388a2,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.5,REJECT_BELOW_THRESHOLD
8a3b0624e680026f182a,f28e6315b8ada0e6dc99,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.508,0.5,REJECT_BELOW_THRESHOLD
2524fa44ed0cdb8a148b,1f566779532ad62fb27c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.492,0.5,REJECT_BELOW_THRESHOLD
dfdbbea8ce27c2e13ff4,d7180e9816d49351f73b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.516,0.5,REJECT_BELOW_THRESHOLD
dfdbbea8ce27c2e13ff4,db7e73c12b9bb118c90a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.516,0.5,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,909d6eadd23414284d7c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.5,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,0856d5131960b8f1c515,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.477,0.5,REJECT_BELOW_THRESHOLD
e6f7894d49ccbaf1c246,8be17cd8880e578211d9,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.523,0.5,REJECT_BELOW_THRESHOLD
a2436c4b22553e3732da,dfdbbea8ce27c2e13ff4,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.539,0.5,REJECT_BELOW_THRESHOLD
1f566779532ad62fb27c,c54c2725c14b4818ee33,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.5,0.5,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,d7180e9816d49351f73b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.539,0.5,REJECT_BELOW_THRESHOLD
dfdbbea8ce27c2e13ff4,909d6eadd23414284d7c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.523,0.5,REJECT_BELOW_THRESHOLD
dfdbbea8ce27c2e13ff4,0856d5131960b8f1c515,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.492,0.5,REJECT_BELOW_THRESHOLD
e6f7894d49ccbaf1c246,0c264824e1ba91c29760,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.578,0.5,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,d43bd8a8ed3b1d67e014,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.531,0.5,REJECT_BELOW_THRESHOLD
2de10af6d70294ea0b7e,f3b662659ccf8d3b9172,Securing the Information and Communications Technology and Services Supply Chain; Connected Software Applications,Information Technology and Telecommunications Guidelines for Federal Telework and Other Alternative Workplace Arrangemen,0.5,0.485,REJECT_BELOW_THRESHOLD
8a3b0624e680026f182a,bef7f8f727307ac3f1cf,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.484,REJECT_BELOW_THRESHOLD
6eae6b3fd841ddff337b,dfdbbea8ce27c2e13ff4,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.516,0.484,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,6eae6b3fd841ddff337b,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.547,0.484,REJECT_BELOW_THRESHOLD
bef7f8f727307ac3f1cf,6ad221038b55e5761235,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.516,0.484,REJECT_BELOW_THRESHOLD
6eae6b3fd841ddff337b,0c264824e1ba91c29760,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.578,0.484,REJECT_BELOW_THRESHOLD
6eae6b3fd841ddff337b,8be17cd8880e578211d9,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.523,0.484,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,8be17cd8880e578211d9,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.484,0.484,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,0c264824e1ba91c29760,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.555,0.484,REJECT_BELOW_THRESHOLD
8500b53d4383f5739671,dfdbbea8ce27c2e13ff4,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.508,0.484,REJECT_BELOW_THRESHOLD
dfdbbea8ce27c2e13ff4,8be17cd8880e578211d9,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.516,0.484,REJECT_BELOW_THRESHOLD
b1b2414573452d6159d5,6ad221038b55e5761235,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.461,0.483,REJECT_BELOW_THRESHOLD
b30325ba29700fbef711,551767664c939a4dd75e,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.508,0.483,REJECT_BELOW_THRESHOLD
b1b2414573452d6159d5,2f39ee8590d469950fe3,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.406,0.483,REJECT_BELOW_THRESHOLD
551767664c939a4dd75e,c54c2725c14b4818ee33,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.516,0.483,REJECT_BELOW_THRESHOLD
551767664c939a4dd75e,1f566779532ad62fb27c,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.469,0.483,REJECT_BELOW_THRESHOLD
551767664c939a4dd75e,0e036f6c0f3fbd1388a2,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.508,0.483,REJECT_BELOW_THRESHOLD
0d10d98d78ebdee59f4d,551767664c939a4dd75e,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.453,0.483,REJECT_BELOW_THRESHOLD
acaa1c519bba831fad38,8a3b0624e680026f182a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.477,0.483,REJECT_BELOW_THRESHOLD
f9038f2ec250a401856d,8a3b0624e680026f182a,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.445,0.483,REJECT_BELOW_THRESHOLD
acaa1c519bba831fad38,6ad221038b55e5761235,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.453,0.483,REJECT_BELOW_THRESHOLD
f9038f2ec250a401856d,6ad221038b55e5761235,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.453,0.483,REJECT_BELOW_THRESHOLD
bd48a7eaf9ea4b1f88e7,f28e6315b8ada0e6dc99,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk,0.484,0.483,REJECT_BELOW_THRESHOLD
